Model,Displ,Cyl,Trans,Drive,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
MINI Cooper Hardtop,1.5,3,Man-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV01.5M36,small car,7,28,38,32,7,Yes,282
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV01.5M36,small car,7,27,35,30,7,Yes,297
MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV01.5M36,small car,7,27,35,30,7,Yes,297
MINI Cooper S Clubman,2,4,Man-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,22,31,25,5,No,350
MINI Cooper S Clubman,2,4,Man-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,22,31,25,5,No,350
MINI Cooper S Clubman,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Clubman,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Clubman All4,2,4,Man-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,21,30,24,5,No,366
MINI Cooper S Clubman All4,2,4,Man-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,21,30,24,5,No,366
MINI Cooper S Clubman All4,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,23,31,26,5,No,345
MINI Cooper S Clubman All4,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,23,31,26,5,No,345
MINI Cooper S Convertible,2,4,Man-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,small car,7,23,32,26,5,No,338
MINI Cooper S Convertible,2,4,Man-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,small car,7,23,32,26,5,No,338
MINI Cooper S Convertible,2,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,small car,7,25,33,28,6,No,315
MINI Cooper S Convertible,2,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,small car,7,25,33,28,6,No,315
MINI Cooper S Countryman,2,4,SemiAuto-8,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Countryman,2,4,SemiAuto-8,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,23,32,27,6,No,332
MINI Cooper S Countryman All4,2,4,Man-6,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,21,30,24,5,No,367
MINI Cooper S Countryman All4,2,4,Man-6,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,21,30,24,5,No,367
MINI Cooper S Countryman All4,2,4,SemiAuto-8,4WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,midsize car,7,22,31,26,5,No,346
MINI Cooper S Countryman All4,2,4,SemiAuto-8,4WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,midsize car,7,22,31,26,5,No,346
MINI Cooper S Hardtop,2,4,Man-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,small car,7,23,32,26,5,No,338
MINI Cooper S Hardtop,2,4,Man-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,small car,7,23,32,26,5,No,338
MINI Cooper S Hardtop,2,4,SemiAuto-6,2WD,CA,L3SULEV30,California LEV-III SULEV30,KBMXV02.0B46,small car,7,25,32,28,6,No,316
MINI Cooper S Hardtop,2,4,SemiAuto-6,2WD,FA,T3B30,Federal Tier 3 Bin 30,KBMXV02.0B46,small car,7,25,32,28,6,No,316
MINI JCW Countryman All4,2,4,Man-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,midsize car,3,21,30,24,5,No,367
MINI JCW Countryman All4,2,4,Man-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,midsize car,3,21,30,24,5,No,367
MINI JCW Countryman All4,2,4,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,midsize car,3,22,30,25,5,No,354
MINI JCW Countryman All4,2,4,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,midsize car,3,22,30,25,5,No,354
MINI John Cooper Works Clubman All4,2,4,Man-6,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,midsize car,3,21,30,24,5,No,366
MINI John Cooper Works Clubman All4,2,4,Man-6,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,midsize car,3,21,30,24,5,No,366
MINI John Cooper Works Clubman All4,2,4,SemiAuto-8,4WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,midsize car,3,23,31,26,5,No,345
MINI John Cooper Works Clubman All4,2,4,SemiAuto-8,4WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,midsize car,3,23,31,26,5,No,345
MINI John Cooper Works Convertible,2,4,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,small car,3,22,31,25,5,No,350
MINI John Cooper Works Convertible,2,4,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,small car,3,22,31,25,5,No,350
MINI John Cooper Works Convertible,2,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,small car,3,25,33,28,6,No,315
MINI John Cooper Works Convertible,2,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,small car,3,25,33,28,6,No,315
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,small car,3,23,32,26,5,No,338
MINI John Cooper Works Hardtop,2,4,Man-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,small car,3,23,32,26,5,No,338
MINI John Cooper Works Hardtop,2,4,SemiAuto-6,2WD,CA,L3ULEV125,California LEV-III ULEV125,KBMXV02.0M48,small car,3,25,32,28,6,No,316
MINI John Cooper Works Hardtop,2,4,SemiAuto-6,2WD,FA,T3B125,Federal Tier 3 Bin 125,KBMXV02.0M48,small car,3,25,32,28,6,No,316
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5P,small SUV,5,25,28,26,5,No,338
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5P,small SUV,5,25,28,26,5,No,338
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5Y,small SUV,5,25,28,26,5,No,338
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5Y,small SUV,5,25,28,26,5,No,338
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5P,small SUV,5,25,26,25,5,No,347
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5P,small SUV,5,25,26,25,5,No,347
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5Y,small SUV,5,25,26,25,5,No,347
MITSUBISHI Eclipse Cross,1.5,4,SCV-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5Y,small SUV,5,25,26,25,5,No,347
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5P,small SUV,5,26,29,27,6,No,327
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5P,small SUV,5,26,29,27,6,No,327
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5Y,small SUV,5,26,29,27,6,No,327
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5Y,small SUV,5,26,29,27,6,No,327
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5P,small SUV,5,25,28,26,5,No,337
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5P,small SUV,5,25,28,26,5,No,337
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT01.5G5Y,small SUV,5,25,28,26,5,No,337
MITSUBISHI Eclipse Cross ES,1.5,4,SCV-8,4WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT01.5G5Y,small SUV,5,25,28,26,5,No,337
MITSUBISHI Mirage,1.2,3,CVT,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXV01.2G5P,small car,5,36,43,39,9,Yes,229
MITSUBISHI Mirage,1.2,3,CVT,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXV01.2G5P,small car,5,36,43,39,9,Yes,229
MITSUBISHI Mirage,1.2,3,Man-5,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXV01.2G5P,small car,5,33,41,36,8,Yes,242
MITSUBISHI Mirage,1.2,3,Man-5,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXV01.2G5P,small car,5,33,41,36,8,Yes,242
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXV01.2G5P,small car,5,35,41,37,8,Yes,239
MITSUBISHI Mirage G4,1.2,3,CVT,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXV01.2G5P,small car,5,35,41,37,8,Yes,239
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXV01.2G5P,small car,5,33,40,35,8,Yes,252
MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXV01.2G5P,small car,5,33,40,35,8,Yes,252
MITSUBISHI Outlander,2.4,4,SCV-6,2WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT02.4G5Y,small SUV,5,25,30,27,6,No,326
MITSUBISHI Outlander,2.4,4,SCV-6,2WD,FA,T3B70,Federal Tier 3 Bin 70,KMTXT02.4G5Y,small SUV,5,25,30,27,6,No,326
MITSUBISHI Outlander,2.4,4,SCV-6,4WD,CA,L3ULEV70,California LEV-III ULEV70,KMTXT02.4G5Z,small SUV,5,24,29,26,5,No,341
